Probability,Distance(mi),Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Bump,Crossing,Roundabout,Stop,Traffic_Signal,Accident_year,Accident_month,Accident_hour
0.64,1.103,90,63.99413146,55,29.99,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.57,1.076,82.4,63.99413146,74,30.06,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.55,0.073,88,63.99413146,55,30.02,10,16.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.75,0,80.1,63.99413146,76,30.05,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,7
0.25,3.147,65.8,63.99413146,71,30.02,10,17.3,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.64,1.041,86,63.99413146,66,30.1,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.51,0.862,84.9,63.99413146,74,30.06,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.61,0.938,87.1,63.99413146,55,30.07,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.72,0.729,86,63.99413146,72,30.04,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.74,0.562,86,63.99413146,62,30.09,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.68,0.657,84.2,63.99413146,70,30.09,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.67,0.202,69.8,63.99413146,73,30.28,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.53,0.777,90,63.99413146,57,30.1,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.75,1.029,91.4,63.99413146,49,30.08,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.59,0.374,93,63.99413146,59,30,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.52,0,98.6,63.99413146,37,30.05,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,13
0.41,0.089,91.9,63.99413146,59,29.99,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.27,0.813,91.9,63.99413146,59,29.99,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.43,0.089,91.9,63.99413146,59,29.99,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.43,0.813,91.9,63.99413146,59,29.99,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.48,0.383,97.5,63.99413146,36,30.01,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.64,0.391,93.9,63.99413146,46,30.02,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.69,0.406,95,63.99413146,43,29.99,10,16.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.58,0.601,82.9,63.99413146,74,30.08,10,5.8,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.49,0.025,98.1,63.99413146,36,29.95,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.53,0.572,80.6,63.99413146,79,30.01,8,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.57,0,96.8,63.99413146,37,29.99,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.36,0.572,93.2,63.99413146,49,30,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.4,0.572,93.2,63.99413146,49,30,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.59,0.263,77.50214172,63.99413146,64.69286853,29.91164623,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.66,0.018,82.9,63.99413146,49,29.95,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.58,0.638,96.8,63.99413146,32,29.98,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.62,0.827,98.6,63.99413146,32,29.99,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.64,0.13,91.4,63.99413146,59,30.05,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.5,0.325,80.1,63.99413146,94,29.94,9,5.8,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.34,2.171,75.9,63.99413146,100,29.99,10,16.1,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.32,1.197,70,63.99413146,71,30,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.66,0.07,82,63.99413146,79,29.91,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.72,0.529,80.6,63.99413146,79,30.01,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.61,0.55,80.6,63.99413146,84,30,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.67,0.786,78.8,63.99413146,89,30.01,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.66,0.209,76.5,63.99413146,87,30.03,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.57,0.084,84,63.99413146,65,30.01,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.57,0.406,84,63.99413146,65,30.01,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.54,0.26,93.9,63.99413146,41,29.99,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.69,0.419,82.4,63.99413146,45,30.08,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.58,0.26,91.9,63.99413146,50,29.98,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.71,0.337,93.9,63.99413146,47,29.99,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.38,0.374,80.1,63.99413146,45,30.01,10,5.8,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,14
0.68,0.023,81,63.99413146,82,29.96,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.58,1.206,96.8,63.99413146,32,29.96,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.47,1.678,96,96,40,29.86,10,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.43,0.48,99.5,63.99413146,43,29.93,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.55,0.456,99,63.99413146,30,29.87,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.5,1.071,91.9,63.99413146,52,29.96,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.36,0.291,95,63.99413146,36,29.9,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.73,1.116,96.8,63.99413146,32,29.9,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.75,1.109,80.1,63.99413146,76,29.85,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.74,0.68,90,63.99413146,46,29.86,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.26,1.296,79.3,63.99413146,61,30.01,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.51,0.68,87.1,63.99413146,53,29.87,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.58,0,80.6,63.99413146,84,29.94,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.69,0,80.6,63.99413146,84,29.94,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,4
0.57,0,80.6,63.99413146,84,29.94,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,4
0.51,0.494,82.4,63.99413146,62,29.93,9.641367071,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.67,0,82.9,63.99413146,63,29.9,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.65,0.598,75.2,63.99413146,89,29.95,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.65,0.774,80.6,63.99413146,84,29.96,10,4.6,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,7
0.69,0.244,80.6,63.99413146,84,29.96,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.55,0.404,80.6,63.99413146,84,29.96,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.44,1.09,70.9,63.99413146,85,30.06,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.34,1.09,70.9,63.99413146,85,30.06,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.61,1.557,75,63.99413146,71,29.89,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.62,0.109,82.9,63.99413146,60,29.91,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.25,0.142,77,63.99413146,84,29.96,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.39,2.05,69.1,63.99413146,91,30.08,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.29,0.47,78.8,63.99413146,83,29.98,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.44,0.707,72.5,63.99413146,56,30.11,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.45,0.707,72.5,63.99413146,56,30.11,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.53,0.298,84.9,63.99413146,57,29.92,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.33,0.361,77.50214172,63.99413146,64.69286853,29.91164623,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.67,0.77,77.50214172,63.99413146,64.69286853,29.91164623,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.48,2.577,89.6,63.99413146,55,29.92,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.75,0.653,89.1,63.99413146,53,29.94,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.7,0,100.4,63.99413146,35,29.89,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.55,0.021,100.9,63.99413146,31,29.85,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.56,0.301,102,63.99413146,27,29.83,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.75,0,100.4,63.99413146,29,29.88,13,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.55,0.461,77.50214172,63.99413146,64.69286853,29.91164623,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.74,0.083,98.6,63.99413146,29,29.9,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.63,0.524,100.9,63.99413146,30,29.81,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.53,0.897,102.2,63.99413146,24,29.86,13,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.67,0,98.1,63.99413146,39,29.88,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.6,0.435,96.8,63.99413146,44,29.9,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.64,0.378,100.9,63.99413146,30,29.81,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.75,0,101.3,63.99413146,24,29.84,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.53,0.406,100.9,63.99413146,30,29.81,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.53,0.766,102.9,63.99413146,29,29.81,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.74,2.74,86,63.99413146,38,30,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.71,0.406,100.9,63.99413146,30,29.81,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.7,0.406,100.9,63.99413146,30,29.81,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.29,0.612,98.6,63.99413146,39,29.88,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.54,0,99,63.99413146,35,29.78,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.55,0.298,99,63.99413146,39,29.87,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.68,0.947,96.1,63.99413146,44,29.86,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.5,0.27,81,63.99413146,50,29.97,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.74,0.429,99,99,36,29.08,10,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.64,0.59,89.6,63.99413146,62,29.83,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.32,0.253,72,63.99413146,73,30.02,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,0
0.64,0.493,68,63.99413146,78,30.19,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.46,0.559,80.6,63.99413146,88,29.92,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.5,0.411,91,63.99413146,48,29.89,10,3.5,0.079661972,FALSE,TRUE,FALSE,TRUE,FALSE,2017,7,11
0.3,0.851,88.5,63.99413146,44,29.99,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.47,1.167,77,63.99413146,57,30.07,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.28,1.452,77,63.99413146,54,30.07,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.26,0.519,73,63.99413146,61,30.06,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.63,1.219,78.1,63.99413146,54,30.08,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.39,0.563,62.6,63.99413146,88,30.17,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.34,0.782,82.9,63.99413146,91,29.92,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.73,2.018,82.4,63.99413146,79,29.9,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.54,0.483,82.4,63.99413146,79,29.9,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.71,0.324,84.2,63.99413146,74,29.92,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.7,0.162,82.4,63.99413146,79,29.89,10,5.8,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,1
0.48,1.842,84,63.99413146,76,29.92,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.52,0.254,82.4,63.99413146,79,29.89,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.3,1.842,84,63.99413146,76,29.92,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.62,1.029,81.7,63.99413146,74,29.99,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.61,0.166,82.4,63.99413146,79,29.89,10,6.9,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,3
0.51,0,84,63.99413146,76,29.92,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,3
0.69,0.303,82.4,63.99413146,79,29.89,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.48,2.428,66,63.99413146,90,30.14,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.63,1.012,82,63.99413146,82,29.92,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.75,0,82.9,63.99413146,74,29.95,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.51,0.47,82.4,63.99413146,79,29.91,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.63,0.709,77.50214172,63.99413146,64.69286853,29.91164623,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.45,0.474,80.6,63.99413146,61,30.15,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.38,1.152,77,63.99413146,50,30.19,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.4,0.709,91.4,63.99413146,52,29.9,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.38,0.427,71.6,63.99413146,78,29.88,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.4,0.427,71.6,63.99413146,78,29.88,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.31,0.234,71.1,63.99413146,93,29.77,7,5.8,0.36,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,11
0.57,0.841,69.1,63.99413146,96,29.76,1.5,16.1,1.17,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.44,0.362,72,63.99413146,100,29.78,10,5.8,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.3,0.362,72,63.99413146,100,29.78,10,5.8,0.1,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,11
0.33,0.722,84,63.99413146,56,29.83,10,6.9,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,11
0.31,0.722,84,63.99413146,56,29.83,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,11
0.28,0.001,84,63.99413146,56,29.83,10,6.9,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,11
0.47,1.414,78.8,63.99413146,74,29.83,7,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.27,1.414,78.8,63.99413146,74,29.83,7,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.38,0.546,86,86,72,29.4,10,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.73,0.094,91.4,63.99413146,66,30.04,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.25,0.546,88,88,65,29.38,10,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.31,0.675,80.1,63.99413146,71,29.78,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.74,0.425,93,63.99413146,49,30.06,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.68,0,91,63.99413146,55,30.04,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.71,3.453,66.9,63.99413146,97,29.73,10,6.9,0.09,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.51,0.269,84.9,63.99413146,47,29.8,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.56,0.764,84.9,63.99413146,55,29.77,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.75,1.204,84.9,63.99413146,53,29.81,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.45,5.544,66.2,63.99413146,100,29.92,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.37,0.001,66.2,63.99413146,100,29.92,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.42,1.213,82,63.99413146,67,29.77,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.35,0.308,89.1,63.99413146,59,30,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.71,0.15,82.9,63.99413146,74,29.85,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.59,0.001,82.9,63.99413146,74,29.85,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.7,0.031,82.9,63.99413146,74,29.85,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.73,0.136,82.9,63.99413146,74,29.85,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.6,0.284,82.9,63.99413146,74,29.85,10,4.6,0,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.73,1.538,73,63.99413146,66,29.76,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.64,0.022,87.1,63.99413146,63,30.09,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.74,0,81,63.99413146,56,29.83,10,13.8,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,16
0.28,0.792,81,63.99413146,69,29.76,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.51,0.523,90,63.99413146,54,30.07,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.73,0.344,87.1,63.99413146,59,30.11,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.48,1.213,81,63.99413146,69,29.76,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.59,0.014,72,63.99413146,76,29.86,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,16
0.57,0,82,63.99413146,56,29.86,10,13.8,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,16
0.59,0.278,81,63.99413146,56,29.83,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.41,5.709,82,63.99413146,71,30,10,9.2,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.28,3.081,90.7,63.99413146,46,29.8,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.39,1.459,93,63.99413146,51,29.98,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.4,1.459,93,63.99413146,51,29.98,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.51,0.333,82.4,63.99413146,62,29.76,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.73,1.18,73.9,63.99413146,76,29.77,10,4.6,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.5,0.357,78.1,63.99413146,66,29.77,10,10.4,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,17
0.74,0.203,80.1,63.99413146,54,29.84,10,15,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.5,0.658,86,63.99413146,70,30.07,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.68,0,79,63.99413146,58,29.86,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,17
0.7,0,80.1,63.99413146,54,29.84,10,15,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,17
0.7,0.785,87.1,63.99413146,46,29.79,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.67,0.693,85.5,63.99413146,40,29.86,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.53,0,78.1,63.99413146,58,29.86,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.67,0.088,88,63.99413146,49,29.83,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.69,1.364,86,63.99413146,67,30.05,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.69,0.1,78.1,63.99413146,58,29.86,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.57,0,82,63.99413146,60,29.71,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.49,0.355,75.9,63.99413146,74,29.77,10,11.5,0.079661972,FALSE,TRUE,FALSE,TRUE,FALSE,2017,7,19
0.34,0.355,75.9,63.99413146,74,29.77,10,11.5,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,19
0.5,3.37,72,63.99413146,78,29.73,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.25,2.955,89.1,63.99413146,63,30.05,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.44,2.319,73.9,63.99413146,79,29.77,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.41,2.319,73.9,63.99413146,79,29.77,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.72,0.92,81,63.99413146,67,29.73,10,6.9,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,19
0.65,0.382,75.2,63.99413146,83,30.07,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.73,0.544,80.1,63.99413146,76,29.92,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.42,1.129,84,63.99413146,72,30.06,10,15,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
